"MEMBER_NO";"FFP_DATE";"FIRST_FLIGHT_DATE";"GENDER";"FFP_TIER";"WORK_CITY";"WORK_PROVINCE";"WORK_COUNTRY";"AGE";"LOAD_TIME";"FLIGHT_COUNT";"BP_SUM";"SUM_YR_1";"SUM_YR_2";"SEG_KM_SUM";"LAST_FLIGHT_DATE";"LAST_TO_END";"AVG_INTERVAL";"MAX_INTERVAL";"EXCHANGE_COUNT";"avg_discount";"Points_Sum";"Point_NotFlight"
38134;"2005-04-17";"2005-04-25";"Female";6;"Shenzhen";"Guangdong";"CN";40.0;"2014-03-31";11;138543;38230.0;62400.0;112128;"2013-10-06";178;52.8;266;1;1.06504;159477;6
38137;"2005-04-30";"2005-08-19";"Male";5;"Wuhan";"Hubei";"CN";48.0;"2014-03-31";50;33582;25598.0;7359.0;48497;"2014-01-07";85;12.87755;36;4;0.78944;34335;4
38142;"2005-04-21";"2005-06-23";"Male";4;"Shenzhen";"Guangdong";"CN";42.0;"2014-03-31";28;23224;8918.0;13290.0;41402;"2013-12-25";98;18.74074;52;1;0.70057;23224;1
38145;"2005-04-20";"2005-04-20";"Male";5;"Nantong";"Jiangsu";"CN";41.0;"2014-03-31";25;37846;6345.0;27547.0;37274;"2014-03-16";16;29.66667;148;4;1.05245;52792;50
38149;"2005-05-04";"2005-09-28";"Male";4;"";"Shanghai";"CN";59.0;"2014-03-31";27;22408;8677.0;18163.0;47072;"2014-03-24";8;27.73077;121;1;0.64174;22408;1
38162;"2005-05-07";"2005-09-14";"Male";4;"Shenzhen";"Guangdong";"CN";47.0;"2014-03-31";8;31508;27885.0;0.0;24303;"2012-07-08";633;11.71429;44;0;1.24695;31508;5
38171;"2005-05-02";"2005-07-27";"Male";5;"Beijing";"Beijing";"CN";60.0;"2014-03-31";24;48844;17730.0;23880.0;41244;"2014-03-24";8;28.82609;130;2;1.31557;53894;4
38173;"2005-04-17";"2005-08-05";"Male";4;"Changsha";"Hunan";"CN";77.0;"2014-03-31";24;27804;13674.0;10938.0;34704;"2014-03-27";5;30.95652;108;0;0.8475;27804;0
38175;"2005-05-31";"2005-07-01";"Female";5;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";50;44749;24324.0;22324.0;66558;"2014-03-30";2;14.79592;67;4;0.75128;53953;41
38176;"2005-05-20";"2005-05-20";"Male";4;"Shenzhen";"Guangdong";"CN";45.0;"2014-03-31";27;25212;8576.0;19251.0;38100;"2014-03-04";28;26.46154;161;1;0.80385;25212;1
38177;"2005-05-26";"2005-05-27";"Male";6;"Guangzhou";"Guangdong";"CN";37.0;"2014-03-31";84;58632;27376.0;40118.0;110523;"2014-03-29";3;8.61446;57;4;0.64065;100329;96
38183;"2005-06-03";"2005-07-27";"Male";4;"Shenzhen";"Guangdong";"CN";49.0;"2014-03-31";37;27335;13669.0;20288.0;61785;"2014-03-20";12;19.16667;184;2;0.6257;27992;2
38192;"2005-06-10";"2005-07-14";"Male";4;"Guangzhou";"Guangdong";"CN";44.0;"2014-03-31";48;34299;25076.0;14668.0;72519;"2014-02-03";58;14.2766;74;4;0.6307;38299;8
38194;"2005-06-01";"2005-06-08";"Female";4;"Guangzhou";"Guangdong";"CN";42.0;"2014-03-31";61;57905;24478.0;31257.0;98900;"2014-03-17";15;11.85;45;4;0.65443;74975;42
38196;"2005-06-05";"2005-06-05";"Male";5;"Shenzhen";"Shenzhen";"CN";37.0;"2014-03-31";26;55683;22195.0;22844.0;44816;"2014-03-08";24;27.28;76;17;1.35387;193107;46
38199;"2005-06-16";"2005-07-12";"Male";6;"Guangzhou";"Guangdong";"CN";53.0;"2014-03-31";106;100577;54530.0;53778.0;167199;"2014-03-29";3;6.88571;41;7;0.71444;110162;11
38200;"2005-06-23";"2005-09-05";"Male";5;"Shenzhen";"Guangdong";"CN";43.0;"2014-03-31";58;34177;16649.0;21957.0;63038;"2014-03-28";4;12.40351;72;4;0.65857;69746;102
38205;"2005-07-01";"2005-12-16";"Male";4;"Shenzhen";"Guangdong";"CN";55.0;"2014-03-31";23;41929;28428.0;11108.0;50598;"2014-02-12";49;30.68182;110;3;0.89473;41929;3
38207;"2005-07-07";"2005-08-12";"Female";6;"Guangzhou";"Guangdong";"CN";42.0;"2014-03-31";86;77290;51499.0;29838.0;105952;"2014-03-25";7;8.47059;46;5;0.79135;90686;24
38209;"2005-07-08";"2005-08-19";"Male";5;"Guangzhou";"Guangdong";"CN";54.0;"2014-03-31";45;37990;27623.0;21335.0;65806;"2014-03-27";5;16.31818;67;1;0.69472;45504;2
38210;"2005-06-22";"2007-08-11";"Female";5;"Wuhan";"Hubei";"CN";56.0;"2014-03-31";64;48095;22273.0;32656.0;68124;"2014-03-19";13;11.36508;52;2;0.85174;51508;4
38223;"2005-07-13";"2005-09-26";"Male";4;"Sanya";"Hainan";"CN";43.0;"2014-03-31";29;29642;23511.0;3516.0;46116;"2014-03-08";24;25.17857;185;2;0.72646;36047;7
38225;"2005-07-27";"2007-07-04";"Male";5;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";72;66319;39764.0;33130.0;107745;"2014-03-30";2;10.02817;77;5;0.73813;91664;11
38232;"2005-07-07";"2005-12-11";"Male";4;"Wuhan";"Hubei";"CN";47.0;"2014-03-31";44;30837;17617.0;16220.0;46652;"2014-03-31";1;16.97674;86;0;0.76372;32315;1
38241;"2005-08-13";"2005-08-14";"Male";6;"Guangzhou";"Guangdong";"CN";53.0;"2014-03-31";85;179574;101471.0;66947.0;121097;"2014-03-13";19;8.33333;34;8;1.42611;195796;15
38242;"2005-08-15";"2006-01-17";"Female";6;"Wuhanshi";"Hubei";"CN";43.0;"2014-03-31";47;27261;12905.0;19507.0;44569;"2014-03-25";7;15.23913;148;3;0.72705;37087;35
38244;"2005-08-06";"2005-10-23";"Male";5;"Zhengzhou";"Henan";"CN";47.0;"2014-03-31";33;28000;13901.0;13777.0;33703;"2014-03-27";5;22.28125;82;2;0.86626;28692;3
38246;"2005-08-16";"2005-09-24";"Male";5;"";"Beijing";"CN";46.0;"2014-03-31";27;31982;7535.0;20653.0;27894;"2014-03-24";8;27.53846;191;0;1.11628;33262;0
38248;"2005-08-11";"2005-08-21";"Female";6;"Guangzhou";"Guangdong";"CN";45.0;"2014-03-31";84;62423;33332.0;37876.0;94699;"2014-03-27";5;8.53012;64;3;0.76078;73274;11
38249;"2005-08-09";"2005-08-19";"Male";5;"Guangzhou";"Guangdong";"CN";41.0;"2014-03-31";44;45701;18853.0;26489.0;72244;"2014-03-17";15;16.39535;71;3;0.70258;47328;3
38253;"2005-08-20";"2005-11-06";"Male";4;"Guangzhou";"Guangdong";"CN";37.0;"2014-03-31";36;39721;27112.0;13460.0;60242;"2014-02-27";34;19.65714;88;1;0.74534;40121;3
38265;"2005-09-01";"2005-09-24";"Female";5;"Guangzhou";"Guangdong";"CN";53.0;"2014-03-31";36;29754;25025.0;10257.0;59850;"2014-03-23";9;20.62857;145;0;0.66267;29754;2
38266;"2005-09-08";"2005-10-28";"Male";5;"Wuhan";"Hubei";"CN";68.0;"2014-03-31";61;37853;20937.0;21064.0;58616;"2014-03-23";9;11.88333;55;3;0.74513;45592;4
38271;"2005-08-18";"2007-03-21";"Male";5;"";"Beijing";"CN";47.0;"2014-03-31";32;27482;19373.0;7823.0;44155;"2013-11-10";143;17.32258;51;3;0.69898;29024;5
38275;"2005-09-03";"2005-09-03";"Male";6;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";93;93241;62419.0;34893.0;109943;"2014-03-29";3;7.79348;27;2;0.9158;104952;7
38280;"2005-09-17";"2012-07-22";"Male";4;"Guangzhou";"Guangdong";"CN";55.0;"2014-03-31";27;27594;17287.0;9104.0;58276;"2014-02-08";53;21.76923;154;0;0.67083;27594;0
38281;"2005-09-13";"2005-09-13";"Male";4;"Guangzhou";"Guangdong";"CN";42.0;"2014-03-31";25;27082;10937.0;16008.0;40716;"2014-01-04";88;25.54167;232;2;0.7448;30644;11
38290;"2005-09-23";"2006-05-17";"Male";6;"Guangzhou";"Guangdong";"CN";66.0;"2014-03-31";69;148405;78724.0;56434.0;118726;"2014-03-21";11;10.57353;46;14;1.29705;189498;47
38294;"2005-10-09";"2005-10-09";"Male";4;"Guangzhou";"Guangdong";"CN";65.0;"2014-03-31";14;31231;8085.0;19121.0;26120;"2013-11-25";128;45.38462;130;1;1.24446;31231;1
38298;"2005-10-18";"2005-10-27";"Male";5;"Guangzhou";"Guangdong";"CN";46.0;"2014-03-31";50;46049;17515.0;31278.0;85464;"2014-02-24";37;13.91837;80;3;0.64723;56067;10
38308;"2005-10-01";"2006-05-09";"Male";4;"Guangzhou";"Guangdong";"CN";59.0;"2014-03-31";30;31225;18744.0;17441.0;45801;"2014-03-27";5;24.75862;83;0;0.77453;31225;0
38315;"2005-10-21";"2009-08-20";"Male";6;"Guangzhou";"Guangdong";"CN";59.0;"2014-03-31";25;44126;24795.0;18243.0;30596;"2014-03-19";13;29.5;95;0;1.45167;47128;3
38325;"2005-11-13";"2008-03-15";"Male";4;"Beijing";"Beijing";"CN";44.0;"2014-03-31";40;36137;17388.0;17271.0;40573;"2014-02-17";44;17.28205;105;0;0.9026;36137;2
38326;"2005-11-01";"2005-12-17";"Male";6;"Wuhan";"Hubei";"CN";44.0;"2014-03-31";77;41266;19052.0;7831.0;60202;"2014-03-30";2;9.46053;52;6;0.77061;48368;10
38329;"2005-11-17";"2006-04-11";"Male";6;"Guangzhou";"Guangdong";"CN";65.0;"2014-03-31";69;119569;73753.0;53646.0;147549;"2014-03-01";31;10.17647;40;5;0.82382;133546;10
38331;"2005-11-07";"2006-10-04";"Male";5;"Guangzhou";"Guangdong";"CN";42.0;"2014-03-31";35;52061;24632.0;23450.0;57764;"2014-02-06";55;19.02941;109;7;0.9153;52184;7
38332;"2005-11-10";"2006-01-20";"Male";6;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";128;53805;31916.0;38083.0;122933;"2014-03-28";4;5.68504;27;0;0.56179;66610;6
38333;"2005-11-17";"2006-01-06";"Male";5;"Zhuhai";"Guangdong";"CN";39.0;"2014-03-31";38;24302;17753.0;8730.0;43192;"2014-03-29";3;19.62162;158;6;0.67368;34612;36
38338;"2005-11-21";"2008-05-06";"Male";5;"Guangzhou";"Guangdong";"CN";38.0;"2014-03-31";48;64486;28650.0;32894.0;76188;"2014-03-14";18;15.12766;60;6;0.89016;66725;6
38351;"2012-07-10";"2012-07-10";"Male";6;"Guangzhou";"Guangdong";"CN";47.0;"2014-03-31";40;29660;11217.0;22448.0;45186;"2014-03-24";8;15.97436;57;0;0.76299;33488;2
38352;"2007-04-16";"2007-04-16";"Male";5;"Guangzhou";"Guangdong";"CN";53.0;"2014-03-31";21;54234;42905.0;7153.0;39508;"2013-04-13";354;16.95;86;1;1.4172;54234;1
38353;"2007-04-01";"2007-04-22";"Female";5;"Guangzhou";"Guangdong";"CN";34.0;"2014-03-31";40;40588;17621.0;22696.0;55666;"2014-03-31";1;18.61538;133;3;0.76288;78571;81
38361;"2007-04-02";"2007-11-05";"Male";4;"Shamen";"Fujian";"CN";68.0;"2014-03-31";20;76471;19750.0;36363.0;113068;"2014-03-29";3;37.05263;173;0;0.76941;78582;0
38368;"2007-04-22";"2008-07-23";"Female";5;"Changsha";"Hunan";"CN";47.0;"2014-03-31";55;45595;24778.0;21036.0;59442;"2014-03-04";28;13.01852;78;0;0.84366;64127;29
38371;"2007-10-13";"2008-12-20";"Male";4;"Dongguan";"Guangdong";"CN";44.0;"2014-03-31";21;26884;15594.0;13490.0;39442;"2014-02-28";33;33.45;106;2;0.71937;26884;2
38373;"2007-04-09";"2007-04-09";"Male";4;"Beijing";"Beijing";"CN";59.0;"2014-03-31";21;51067;18900.0;28517.0;43408;"2014-03-16";16;32.95;116;0;1.1768;51067;0
38376;"2007-04-24";"2012-08-19";"Male";4;"Shenzhen";"Guangdong";"CN";44.0;"2014-03-31";31;40103;11599.0;25266.0;61363;"2014-03-30";2;19.63333;83;0;0.73153;40103;0
38379;"2007-02-13";"2007-02-13";"Male";4;"Shenyang";"Liaoning";"CN";46.0;"2014-03-31";54;43727;26592.0;20743.0;71253;"2014-03-30";2;13.45283;82;2;0.73508;47573;3
38382;"2007-06-11";"2007-06-11";"Male";5;"";"Beijing";"CN";47.0;"2014-03-31";34;27348;11510.0;15511.0;36555;"2014-03-09";23;17.45455;50;0;0.7748;27782;2
38389;"2007-04-10";"2007-12-02";"Male";5;"Shantou";"Guangdong";"CN";41.0;"2014-03-31";65;35125;21346.0;20652.0;44158;"2014-03-29";3;11.20312;47;0;0.77641;38744;3
38391;"2007-04-18";"2007-07-07";"Male";4;"Zhongqing";"Zhongqing";"CN";34.0;"2014-03-31";53;34965;34732.0;6480.0;49729;"2014-02-22";39;12.44231;128;5;0.81671;52983;26
38393;"2007-04-23";"2012-08-13";"Male";6;"";"Beijing";"CN";52.0;"2014-03-31";17;27287;7780.0;14846.0;21499;"2014-03-17";15;36.375;120;0;1.31907;32679;5
38395;"2007-08-24";"2007-08-25";"Male";5;"Kaifeng";"Henan";"CN";56.0;"2014-03-31";33;29615;17213.0;12806.0;24434;"2014-02-17";44;21.25;99;1;1.24831;32615;3
38403;"2008-03-12";"2008-03-21";"Male";6;"Guangzhou";"Guangdong";"CN";47.0;"2014-03-31";32;32698;8604.0;27232.0;39590;"2014-03-20";12;23.06452;83;0;0.94819;32698;0
38404;"2007-04-18";"2007-04-18";"Male";4;"Zhengzhou";"Henan";"CN";36.0;"2014-03-31";53;34045;24247.0;10020.0;39250;"2013-11-10";143;10.46154;72;0;0.88591;35554;5
38410;"2007-07-04";"2007-07-04";"Male";4;"Butterworth";"Penang";"MY";68.0;"2014-03-31";30;45890;25112.0;28130.0;83790;"2014-03-26";6;24.2069;88;0;0.77233;46982;0
38421;"2007-05-16";"2007-06-30";"Male";5;"Shenzhen";"Guangdong";"CN";47.0;"2014-03-31";42;63885;29692.0;25527.0;74786;"2014-03-26";6;17.68293;101;6;0.89243;65140;8
38423;"2007-07-25";"2008-12-16";"Male";5;"";"Beijing";"CN";57.0;"2014-03-31";31;27962;4241.0;22312.0;39195;"2014-03-30";2;24.13333;182;1;0.7705;28288;1
38425;"2007-05-03";"2007-05-03";"Male";4;"Shijiazhuang";"Hebei";"CN";48.0;"2014-03-31";29;30753;16355.0;16099.0;51919;"2014-03-27";5;24.75;120;0;0.70415;31618;1
38434;"2007-02-09";"2007-02-09";"Male";5;"Shanghai";"Shanghai";"CN";32.0;"2014-03-31";41;39085;38363.0;1434.0;48752;"2014-03-28";4;18.15;283;3;0.86635;39463;6
38443;"2007-06-08";"2007-06-08";"Male";6;"Guangzhou";"Guangdong";"CN";47.0;"2014-03-31";66;139155;58495.0;72152.0;102689;"2014-03-28";4;11.13846;61;1;1.39722;174814;8
38451;"2007-06-04";"2007-06-04";"Male";6;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";125;92480;46644.0;62647.0;189177;"2014-03-31";1;5.84677;33;2;0.63799;116402;8
38456;"2007-11-15";"2007-11-16";"Male";5;"Torrance";"California";"US";39.0;"2014-03-31";32;188209;77606.0;63733.0;182563;"2014-01-04";88;18.58065;127;8;0.94465;206462;11
38466;"2007-06-12";"2007-06-12";"Male";5;"Guangzhou";"Guangdong";"CN";45.0;"2014-03-31";44;33271;14568.0;25541.0;60943;"2014-03-06";26;16.30233;59;0;0.70019;34021;0
38493;"2007-06-18";"2007-06-18";"Male";6;"Dalian";"Liaoning";"CN";54.0;"2014-03-31";47;74277;53538.0;17750.0;57158;"2014-02-20";41;14.69565;130;8;1.39117;78359;13
38513;"2007-08-30";"2008-08-11";"Male";4;"Xianggang";"Xianggang";"CN";45.0;"2014-03-31";32;25617;6112.0;26011.0;63020;"2014-03-21";11;22.22581;144;2;0.59029;25617;2
38515;"2009-10-14";"2009-10-22";"Male";4;"Fugangshi";"Guangzhou";"JP";62.0;"2014-03-31";40;48555;45073.0;6633.0;61731;"2013-04-22";345;9.66667;51;1;0.77324;49355;2
38520;"2007-08-11";"2009-08-05";"Male";4;"Kunming";"Yunnan";"CN";48.0;"2014-03-31";12;34714;16594.0;2158.0;37344;"2014-03-18";14;45.81818;267;0;0.8445;36515;7
38521;"2007-06-28";"2010-01-31";"Male";6;"Beijing";"Beijing";"CN";53.0;"2014-03-31";35;50752;20086.0;27809.0;39729;"2014-03-10";22;20.47059;95;2;1.33618;54684;3
38533;"2007-07-06";"2007-07-09";"Female";5;"Beijing";"Beijing";"CN";51.0;"2014-03-31";35;54985;22773.0;27956.0;63799;"2014-03-31";1;21.23529;79;0;0.91437;56526;1
38539;"2007-08-13";"2007-08-15";"Male";4;"Guangzhou";"Guangdong";"CN";40.0;"2014-03-31";34;36243;19480.0;13602.0;63535;"2014-03-19";13;21.75758;166;3;0.74334;36743;5
38541;"2006-03-28";"2006-03-29";"Male";5;"";"Xian";"CN";43.0;"2014-03-31";67;73908;42884.0;33682.0;116848;"2014-03-31";1;10.77273;47;1;0.7542;81736;6
38544;"2007-11-08";"2007-11-08";"Male";4;"Hangzhou";"Zhejiang";"CN";45.0;"2014-03-31";30;26759;10888.0;13991.0;40074;"2014-03-26";6;24.41379;81;3;0.76984;36170;32
38547;"2007-10-21";"2007-10-21";"Male";4;"Ngapore";"Ngapore";"SG";53.0;"2014-03-31";38;37408;20666.0;20589.0;78590;"2014-03-24";8;19.51351;86;1;0.69125;38408;2
38550;"2007-06-25";"2007-06-25";"Male";4;"Guangzhou";"Guangdong";"CN";53.0;"2014-03-31";32;35669;13707.0;19782.0;42831;"2014-03-08";24;22.77419;68;4;0.80388;50969;8
38551;"2007-07-28";"2012-03-16";"Male";6;"Wuhan";"Hubei";"CN";62.0;"2014-03-31";41;61134;19905.0;34933.0;43296;"2014-03-30";2;17.575;70;0;1.43372;67532;2
38561;"2007-06-20";"2007-10-08";"Male";4;"";"Beijing";"CN";37.0;"2014-03-31";36;45882;29138.0;15536.0;54878;"2014-02-25";36;19.57143;95;3;0.9305;46083;6
38563;"2007-06-25";"2007-07-21";"Male";4;"Eastwood";"Nsw";"AU";50.0;"2014-03-31";16;25684;13286.0;9691.0;52026;"2013-12-20";103;37.26667;198;0;0.66987;25684;0
38565;"2007-06-27";"2007-10-01";"Male";5;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";26;49284;19380.0;30020.0;37863;"2014-03-12";20;28.32;187;5;1.38558;62346;16
38579;"2007-08-05";"2007-08-05";"Male";5;"Guangzhou";"Guangdong";"CN";58.0;"2014-03-31";36;51459;33119.0;17046.0;44577;"2014-03-06";26;19.68571;84;0;1.21364;52121;0
38592;"2007-07-16";"2011-07-25";"Female";4;"Guangzhou";"Guangdong";"CN";30.0;"2014-03-31";24;30410;24775.0;3060.0;44337;"2013-05-06";331;14.78261;83;5;0.73347;31210;7
38599;"2007-08-11";"2008-10-31";"Male";6;"Shenzhen";"Guangdong";"CN";52.0;"2014-03-31";59;46641;23312.0;23577.0;58247;"2014-03-09";23;12.2069;73;0;0.84067;49982;0
38601;"2007-08-25";"2008-05-17";"Male";5;"Nanjing";"Jiangsu";"CN";37.0;"2014-03-31";59;30285;15779.0;23592.0;47749;"2014-03-19";13;11.67241;62;0;0.74282;35311;4
38605;"2007-07-22";"2008-01-10";"Male";4;"Shenzhen";"Guangdong";"CN";42.0;"2014-03-31";31;49562;26164.0;16629.0;64387;"2014-03-26";6;18.76667;157;1;0.78871;49562;1
38613;"2007-09-17";"2007-09-17";"Male";4;"Guangfeng";"Jiangxi";"CN";47.0;"2014-03-31";40;27434;13345.0;17530.0;53296;"2014-03-17";15;17.89744;73;0;0.66522;27434;0
38619;"2007-07-22";"2007-07-22";"Male";5;"Lianjiang";"Guangdong";"CN";45.0;"2014-03-31";47;33821;11428.0;26809.0;47971;"2014-03-26";6;14.67391;218;0;0.74403;35218;0
38621;"2007-10-25";"2007-10-25";"Female";5;"Guangzhou";"Guangdong";"CN";42.0;"2014-03-31";82;74240;46167.0;33122.0;121881;"2014-03-21";11;8.8642;49;7;0.70587;80251;12
38632;"2008-03-14";"2008-03-14";"Male";4;"Guangzhou";"Guangdong";"CN";33.0;"2014-03-31";62;49512;25329.0;30729.0;79377;"2014-02-24";37;11.27869;71;3;0.75656;57175;20
38645;"2007-10-22";"2008-01-23";"Male";4;"Shenzhen";"Guangdong";"CN";42.0;"2014-03-31";40;21161;19143.0;8936.0;50290;"2014-03-05";27;17.30769;80;0;0.61417;21161;0
38649;"2007-10-20";"2007-12-08";"Male";5;"Guangzhou";"Guangdong";"CN";44.0;"2014-03-31";36;37006;9100.0;31921.0;55900;"2014-03-30";2;20.54286;273;6;0.78658;49924;8
38660;"2007-10-01";"2007-10-31";"Male";4;"Kobe_Shi";"Hyogo";"JP";61.0;"2014-03-31";24;23407;30822.0;12166.0;63432;"2014-03-05";27;30.17391;211;1;0.69375;24403;3
38661;"2007-09-16";"2009-04-14";"Female";5;"Shenyang";"Liaoning";"CN";48.0;"2014-03-31";35;39285;20205.0;15550.0;33403;"2014-03-05";27;20.52941;86;5;1.24082;39285;6
38666;"2007-09-11";"2007-11-07";"Male";6;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";72;42896;34821.0;19578.0;80691;"2014-03-23";9;10.15493;34;4;0.69144;46704;8
38670;"2007-08-22";"2007-11-23";"Male";4;"Zhuhai";"Guangdong";"CN";44.0;"2014-03-31";40;33884;13595.0;23832.0;71161;"2014-03-09";23;18.02564;80;0;0.63192;35802;0
38699;"2008-11-13";"2008-12-22";"Male";5;"Guangzhou";"Guangdong";"CN";46.0;"2014-03-31";41;26137;13735.0;17291.0;47667;"2014-03-19";13;17.65;74;2;0.70555;27420;2
38712;"2007-10-06";"2007-10-08";"Female";5;"Guangzhou";"Guangdong";"CN";34.0;"2014-03-31";48;26322;10489.0;21554.0;47848;"2014-03-23";9;14.91489;113;1;0.67695;33022;31
38741;"2007-10-11";"2007-10-11";"Male";5;"Beijing";"Beijing";"CN";61.0;"2014-03-31";73;59476;29305.0;29314.0;78754;"2014-03-28";4;10.06944;43;0;0.81389;62983;0
38754;"2007-09-29";"2008-11-09";"Male";5;"Guangzhou";"Guangdong";"CN";51.0;"2014-03-31";46;34691;16520.0;16260.0;37824;"2014-02-19";42;15.22222;128;0;0.94929;36538;2
38767;"2007-11-06";"2011-03-23";"Male";4;"Guangzhou";"Guangdong";"CN";36.0;"2014-03-31";24;32205;8405.0;21071.0;40663;"2014-03-26";6;29.17391;177;1;0.82889;36108;13
38771;"2007-12-17";"2008-05-20";"Male";6;"Guangzhou";"Guangdong";"CN";38.0;"2014-03-31";51;72774;40754.0;28782.0;92818;"2014-03-28";4;14.48;64;2;0.86157;84398;8
38780;"2007-11-06";"2008-01-19";"Male";5;"Guangzhou";"Guangdong";"CN";37.0;"2014-03-31";52;36842;20467.0;20177.0;71211;"2014-03-24";8;14.01961;40;1;0.63081;45132;29
38790;"2007-11-09";"2009-10-12";"Male";4;"Guangzhou";"Guangdong";"CN";58.0;"2014-03-31";4;18608;0.0;10400.0;48928;"2014-01-20";72;84.33333;119;4;0.6625;18608;4
38796;"2008-01-16";"2008-01-24";"Male";5;"Beijing";"Beijing";"CN";41.0;"2014-03-31";32;52957;27418.0;24692.0;38568;"2014-03-25";7;21.6129;138;0;1.43338;56112;4
38801;"2007-11-11";"2010-11-10";"Male";5;"Guangzhou";"Guangdong";"CN";43.0;"2014-03-31";52;49823;29232.0;20423.0;68345;"2014-03-01";32;13.43137;73;0;0.76217;57923;5
38816;"2010-02-19";"2010-02-24";"Male";6;"Shanghai";"Shanghai";"CN";41.0;"2014-03-31";54;100418;19260.0;49351.0;75651;"2014-03-12";20;13.37736;42;2;1.46292;112327;9
38823;"2008-04-09";"2010-05-18";"Male";4;"Shanghai";"Shanghai";"CN";68.0;"2014-03-31";29;33500;800.0;8563.0;47661;"2014-03-21";11;25.21429;91;10;0.77435;33500;10
38827;"2008-03-01";"2008-03-01";"Male";4;"Zhuhai";"Guangdong";"CN";45.0;"2014-03-31";33;29989;11480.0;13810.0;51879;"2014-03-27";5;22.28125;98;0;0.67612;29989;0
38830;"2007-12-20";"2008-01-07";"Female";4;"Guangzhou";"Guangdong";"CN";40.0;"2014-03-31";47;38662;25616.0;10346.0;49669;"2014-03-16";16;15.32609;98;3;0.7691;38762;6
38831;"2010-09-25";"2010-12-05";"Female";5;"Guangzhou";"Guangdong";"CN";34.0;"2014-03-31";19;33561;14150.0;12420.0;44527;"2014-03-22";10;35.88889;200;0;0.79476;33561;0
38843;"2007-01-16";"2007-01-16";"Male";5;"Shanghai";"Shanghai";"CN";47.0;"2014-03-31";44;36505;11438.0;16788.0;51226;"2014-03-14";18;16.11628;86;4;0.77919;36898;4
38883;"2008-02-02";"2008-02-02";"Male";6;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";126;172529;83906.0;87043.0;204371;"2014-03-28";4;5.704;33;2;0.86752;234654;13
38886;"2007-12-07";"2008-04-09";"Female";5;"Guangzhou";"Guangdong";"CN";47.0;"2014-03-31";42;34688;16814.0;19433.0;64905;"2014-02-24";37;16.92683;81;2;0.66296;34688;4
38895;"2007-11-30";"2008-11-27";"Female";4;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";28;27178;10691.0;15320.0;44134;"2013-11-06";147;21.22222;107;3;0.7142;27941;10
38896;"2008-01-08";"2008-04-07";"Male";5;"";"Beijing";"CN";58.0;"2014-03-31";27;48569;10253.0;36751.0;51390;"2014-03-31";1;24.65385;99;0;0.98415;50294;0
38902;"2007-12-28";"2008-11-08";"Male";5;"Shantou";"Guangdong";"CN";40.0;"2014-03-31";27;77236;19156.0;20112.0;164336;"2014-02-05";56;25.53846;128;0;0.65448;82693;0
38904;"2007-12-28";"2008-06-12";"Male";6;"";"Beijing";"CN";50.0;"2014-03-31";25;41409;19155.0;20976.0;30018;"2013-10-22";162;20.54167;95;3;1.45654;42163;3
38924;"2008-01-09";"2008-01-09";"Male";4;"Beijing";"Beijing";"CN";48.0;"2014-03-31";29;31219;10362.0;19828.0;49895;"2014-03-15";17;20.42857;110;0;0.73749;32869;3
38936;"2008-09-09";"2008-09-28";"Male";5;"Guangzhou";"Guangdong";"CN";34.0;"2014-03-31";32;27785;9345.0;19402.0;59407;"2014-02-11";50;21.41935;141;2;0.61934;27785;2
38951;"2008-01-16";"2008-01-16";"Male";5;"Qianjiang";"Hubei";"CN";45.0;"2014-03-31";52;44946;16989.0;29478.0;57327;"2014-03-24";8;14.11765;63;0;0.84726;48041;1
38964;"2008-03-11";"2008-03-14";"Male";4;"Guangzhou";"Guangdong";"CN";34.0;"2014-03-31";43;27429;20886.0;14105.0;54244;"2014-03-01";32;16.38095;59;3;0.67063;37347;31
38975;"2008-02-11";"2008-05-27";"Male";4;"Guangzhou";"Guangdong";"CN";64.0;"2014-03-31";26;35602;24010.0;15161.0;36255;"2014-03-26";6;27.28;191;4;1.06932;35602;4
38977;"2008-01-22";"2008-03-08";"Male";4;"Nanning";"Guangxi";"CN";43.0;"2014-03-31";26;28016;15201.0;11105.0;32285;"2014-01-08";84;24.88;113;0;0.92435;28016;0
38980;"2008-01-12";"2008-01-12";"Male";6;"Shenyang";"Liaoning";"CN";37.0;"2014-03-31";78;77285;16700.0;24229.0;91540;"2014-03-29";3;9.27273;39;1;0.83838;85368;5
38983;"2008-01-29";"2008-03-27";"Male";4;"Guangzhou";"Guangdong";"CN";33.0;"2014-03-31";46;22390;15843.0;12973.0;46351;"2013-12-21";102;13.75556;47;0;0.62813;22490;1
38991;"2008-11-01";"2008-11-01";"Male";4;"Guangzhou";"Guangdong";"CN";35.0;"2014-03-31";44;32512;31840.0;9758.0;74909;"2013-09-23";191;11.72093;49;2;0.62518;32512;2
